edad;sexo;alfabeto;sistema_salud;nivel_educativo;ocupacion_jerarquia;estado_civil;ingreso
60;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;20000
55;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;15000
37;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Trabajador asalariado;1;1440
43;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;6000
56;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;36000
34;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;4;30000
55;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;12000
44;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;20000
45;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;20000
49;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;1;15000
67;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;15000
48;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;1;90000
59;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;3;8000
37;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;15400
45;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;8000
49;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;40000
69;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;4000
54;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;15000
39;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;4000
38;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;12000
51;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;50000
63;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;1;25000
69;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;3000
74;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;60000
58;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;5000
55;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;6000
53;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;8400
19;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;450
56;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;1000
42;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;4;20000
28;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;3000
54;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;2;8000
51;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;2;6000
64;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;30000
55;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;8000
30;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;4;5000
42;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;25000
47;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;30000
40;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;5000
35;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;38000
31;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;17000
41;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;2000
75;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;5;70000
36;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;18000
29;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;4;15000
22;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;10000
55;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;15000
42;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;20000
53;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;7000
41;mujer;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Director;4;30000
39;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;8000
41;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;7000
45;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;18000
69;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;1;25000
35;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;20000
18;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;1000
27;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;8000
54;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;9000
29;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;4;20000
64;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;15000
60;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;1;80000
31;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;30000
39;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;5000
64;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;10000
26;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;800
29;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;25000
26;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;25000
36;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;1500
56;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;2000
38;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;2000
34;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;12000
38;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;4;15000
39;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;8000
62;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;15000
61;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;5000
44;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;4500
38;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;11000
63;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;2000
57;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;20000
31;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;3;3000
19;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;2000
44;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;1;18000
24;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;4000
36;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;3;20000
42;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;5000
30;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;4000
50;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;3000
62;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;15000
48;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;1000
62;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;2000
60;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;4;800
28;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;4000
30;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;18000
57;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;3000
63;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;20000
28;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;2800
54;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;7000
41;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;6000
37;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;1;2000
46;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;25000
32;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;25000
42;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;20000
44;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Director;3;25000
29;mujer;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;3;8000
65;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;10000
28;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;6500
26;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;15000
63;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;20000
42;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;15000
31;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;9000
33;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;6000
49;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;10000
42;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;9000
37;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Incompleta;Cuenta propia;3;6000
22;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;10000
65;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Director;1;8000
34;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;16000
54;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;2;30000
40;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;10000
45;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;20000
58;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Director;1;20000
54;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;30000
51;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Director;1;50000
36;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;1;6000
25;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;5000
45;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;5000
46;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;20000
69;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;800
43;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;20000
39;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;7000
40;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;5000
67;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;8400
39;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;60000
43;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;13500
50;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;2;15000
73;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;2;4000
61;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;15000
64;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;2;30000
53;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;18000
40;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;10000
33;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;12000
59;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;9000
37;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;15000
29;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;10000
44;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;13000
57;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;18000
55;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;3000
43;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;3000
19;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;15000
29;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;8000
58;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;2;4000
41;hombre;Si;No paga ni le descuentan;Primaria Completa;Director;4;10000
55;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;24000
39;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;20000
47;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;8000
26;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;15000
60;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;20000
54;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;6000
36;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;1500
52;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;25000
55;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;15000
36;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Trabajador asalariado;4;28000
33;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;22000
42;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;1000
64;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;15000
32;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;6000
21;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;10000
62;mujer;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Director;5;2000
40;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;8000
38;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;5000
66;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;15000
30;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;3000
52;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;6000
19;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;2600
23;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;18000
38;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;23000
57;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;28000
48;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;7000
29;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;600
44;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;12000
59;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;1;15000
44;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;5000
20;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;6000
64;mujer;Si;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;4;1500
34;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;4000
48;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;16000
49;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;5000
34;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;3000
47;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Director;4;15000
41;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;12000
52;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;7000
31;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;2000
43;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;15000
27;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;15000
26;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;600
59;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;5000
37;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;25000
27;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;2000
34;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;2;5000
74;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;1000
40;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;7500
49;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;1;25000
25;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;2000
65;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;14000
34;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;4000
63;mujer;Si;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;1;5000
37;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;9000
44;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;1;25000
52;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;2;10000
61;hombre;Si;Planes y seguros públicos;Primaria Completa;Cuenta propia;2;15000
73;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;3;3000
39;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;15000
34;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;10000
